description,effective_domain_size,goshv,intersection_size,intersections,name,native,p_value,parents,precision,query,query_size,recall,significant,source,term_size,source_order,group_id,neg_log10_p,gene_ratio
Kaposi sarcoma-associated herpesvirus infection,8716,39202,5,"[[], [], [], [], [], [], ['KEGG'], ['KEGG'], [], [], ['KEGG'], [], ['KEGG'], ['KEGG'], [], [], [], []]",Kaposi sarcoma-associated herpesvirus infection,KEGG:05167,0.002393224080098068,['KEGG:00000'],0.2777777777777778,query_1,18,0.02564102564102564,True,KEGG,195,464,75,2.6210166360317704,0.2777777777777778
Human papillomavirus infection,8716,39200,6,"[[], [], [], [], [], [], ['KEGG'], ['KEGG'], [], [], ['KEGG'], ['KEGG'], ['KEGG'], [], [], [], ['KEGG'], []]",Human papillomavirus infection,KEGG:05165,0.0024022202833773095,['KEGG:00000'],0.3333333333333333,query_1,18,0.01812688821752266,True,KEGG,331,462,76,2.6193871703433045,0.3333333333333333
Defective Mismatch Repair Associated With MSH2,11056,39939,2,"[[], ['REAC'], [], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Defective Mismatch Repair Associated With MSH2,REAC:R-HSA-5632928,0.002404983112484245,['REAC:R-HSA-5423599'],0.1111111111111111,query_1,18,0.6666666666666666,True,REAC,3,615,98,2.6188879688455153,0.1111111111111111
"""Catalysis of the reaction: ATP + a protein tyrosine = ADP + protein tyrosine phosphate."" [RHEA:10596]",20208,969,4,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA', 'IBA', 'TAS', 'IEA'], ['IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA']]",protein tyrosine kinase activity,GO:0004713,0.0024562269867659356,['GO:0004672'],0.2222222222222222,query_1,18,0.026490066225165563,True,GO:MF,151,969,1,2.609731501315566,0.2222222222222222
"""Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]",20972,21039,9,"[[], [], [], [], ['IEA'], [], ['IDA', 'IMP', 'IGI', 'ISS', 'IEA'], [], ['IDA'], [], [], ['IMP'], ['IDA', 'IEA'], ['IDA', 'IMP', 'ISS'], ['IMP'], ['IDA'], ['IDA', 'IMP'], []]",positive regulation of DNA-templated transcription,GO:0045893,0.0025256047117688104,"['GO:0006351', 'GO:0006355', 'GO:1902680']",0.5294117647058824,query_1,17,0.005382775119617225,True,GO:BP,1672,10916,19,2.5976346208951844,0.5294117647058824
"""A cellular component consisting of one leaflet of a membrane bilayer and any proteins embedded or anchored in it or attached to its surface."" [GOC:dos]",22155,37787,6,"[[], [], [], [], ['IBA', 'IEA'], ['IDA', 'IBA'], [], ['IDA'], ['IDA'], [], [], ['IDA'], [], [], [], [], [], ['IEA']]",side of membrane,GO:0098552,0.002546635123777116,"['GO:0016020', 'GO:0110165']",0.3333333333333333,query_1,18,0.008207934336525308,True,GO:CC,731,3118,14,2.594033275327629,0.3333333333333333
"""Any process that activates or increases the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]",20972,31018,9,"[[], [], [], [], ['IEA'], [], ['IDA', 'IMP', 'IGI', 'ISS', 'IEA'], [], ['IDA'], [], [], ['IMP'], ['IDA', 'IEA'], ['IDA', 'IMP', 'ISS'], ['IMP'], ['IDA'], ['IDA', 'IMP'], []]",positive regulation of RNA biosynthetic process,GO:1902680,0.002551113787737022,"['GO:0010557', 'GO:0032774', 'GO:0051254', 'GO:2001141']",0.5294117647058824,query_1,17,0.005376344086021506,True,GO:BP,1674,20895,19,2.593270170051835,0.5294117647058824
"""The area of a motile cell closest to the direction of movement."" [GOC:pg]",22155,35715,5,"[[], [], [], [], [], [], [], [], ['IDA'], [], ['IEA'], [], ['NAS'], [], ['IEA'], [], ['IDA'], []]",cell leading edge,GO:0031252,0.0026360152818098613,['GO:0110165'],0.2777777777777778,query_1,18,0.01182033096926714,True,GO:CC,423,1046,17,2.579052076328992,0.2777777777777778
Choline metabolism in cancer,8716,39233,4,"[[], [], [], [], [], [], [], ['KEGG'], [], [], ['KEGG'], [], ['KEGG'], [], [], [], ['KEGG'], []]",Choline metabolism in cancer,KEGG:05231,0.0028198772500046937,['KEGG:00000'],0.2222222222222222,query_1,18,0.04040404040404041,True,KEGG,99,495,77,2.5497697962217347,0.2222222222222222
"""The side of a membrane that faces the cytoplasm."" [GOC:dos]",22155,37797,4,"[[], [], [], [], [], [], [], ['IDA'], ['IDA'], [], [], ['IDA'], [], [], [], [], [], ['IEA']]",cytoplasmic side of membrane,GO:0098562,0.0030574173361835634,['GO:0098552'],0.2222222222222222,query_1,18,0.019417475728155338,True,GO:CC,206,3128,14,2.514645276213067,0.2222222222222222
"""Binding to a MutLalpha mismatch repair complex."" [GOC:vk]",20208,4139,2,"[[], ['IDA'], [], ['IDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",MutLalpha complex binding,GO:0032405,0.003260707306811213,['GO:0032404'],0.1111111111111111,query_1,18,0.3333333333333333,True,GO:MF,6,4139,5,2.4866881833289,0.1111111111111111
Downregulation of ERBB2 signaling,11056,40147,3,"[[], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], ['REAC'], [], ['REAC'], []]",Downregulation of ERBB2 signaling,REAC:R-HSA-8863795,0.003315291268770232,['REAC:R-HSA-1227986'],0.16666666666666666,query_1,18,0.1111111111111111,True,REAC,27,823,97,2.479478310136205,0.16666666666666666
"""The process in which a relatively unspecialized cell acquires the specialized features of a mononuclear cell."" [CL:0000842, GO_REF:0000086, GOC:TermGenie, PMID:24759906]",20972,31328,6,"[[], [], [], ['ISS', 'IEA'], [], ['IDA', 'IBA'], ['IEA'], [], [], [], [], [], [], ['IMP'], ['IEA'], [], [], ['ISS', 'IBA', 'IEA']]",mononuclear cell differentiation,GO:1903131,0.003366754691787325,['GO:0002521'],0.35294117647058826,query_1,17,0.011472275334608031,True,GO:BP,523,21205,19,2.4727885259891744,0.35294117647058826
Signaling by ALK,11056,41638,3,"[[], [], [], [], ['REAC'], [], [], [], [], [], ['REAC'], [], [], ['REAC'], [], [], [], []]",Signaling by ALK,REAC:R-HSA-201556,0.0037093465429818926,['REAC:R-HSA-9006934'],0.16666666666666666,query_1,18,0.10714285714285714,True,REAC,28,2314,97,2.4307025911323485,0.16666666666666666
"""The cell cycle process by which a cell commits to entering the next cell cycle phase."" [GOC:mtg_cell_cycle]",20972,20518,6,"[[], [], [], ['IEA'], [], [], ['IMP', 'IEA'], [], [], [], [], ['IDA'], ['IMP'], ['IDA'], [], [], ['IMP'], []]",cell cycle phase transition,GO:0044770,0.003797711176958011,['GO:0022402'],0.35294117647058826,query_1,17,0.011235955056179775,True,GO:BP,534,10395,20,2.420478067251191,0.35294117647058826
Chemical carcinogenesis - receptor activation,8716,39213,5,"[[], [], [], [], [], [], [], ['KEGG'], [], [], ['KEGG'], [], ['KEGG'], ['KEGG'], [], [], ['KEGG'], []]",Chemical carcinogenesis - receptor activation,KEGG:05207,0.00390648847835195,['KEGG:00000'],0.2777777777777778,query_1,18,0.023148148148148147,True,KEGG,216,475,78,2.408213452244089,0.2777777777777778
"""Generation of cells within the nervous system."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]",20972,16253,9,"[[], [], [], [], [], [], ['IEA'], ['IEA'], ['IEA'], [], [], ['ISS'], ['ISS', 'IEA'], [], ['IBA', 'IEA'], ['IBA'], ['IBA'], ['IEA']]",neurogenesis,GO:0022008,0.004053058214414415,"['GO:0007399', 'GO:0030154']",0.5294117647058824,query_1,17,0.005087620124364048,True,GO:BP,1769,6130,19,2.392217158405511,0.5294117647058824
"""Any apoptotic process in a neuron, the basic cellular unit of nervous tissue. Each neuron consists of a body, an axon, and dendrites. Their purpose is to receive, conduct, and transmit impulses in the nervous system."" [CL:0000540, GOC:mtg_apoptosis]",20972,22907,5,"[[], [], [], ['ISS', 'IEA'], [], [], ['IEA'], ['IEA'], [], [], ['IEA'], [], ['IMP'], [], [], [], [], []]",neuron apoptotic process,GO:0051402,0.004079317990750051,['GO:0006915'],0.29411764705882354,query_1,17,0.017064846416382253,True,GO:BP,293,12784,19,2.389412439266073,0.29411764705882354
"""Any process that modulates the frequency, rate or extent of the phosphorylation of peptidyl-serine."" [GOC:mah]",20972,17648,3,"[[], [], [], [], [], [], [], [], [], [], [], ['IMP'], ['IDA'], [], [], [], ['IMP'], []]",regulation of peptidyl-serine phosphorylation,GO:0033135,0.0041902723326582925,"['GO:0001932', 'GO:0018105']",0.17647058823529413,query_1,17,0.08571428571428572,True,GO:BP,35,7525,23,2.3777577506071434,0.17647058823529413
"""The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]",20972,16075,4,"[[], [], [], [], [], [], [], ['IEA'], [], [], [], ['ISS'], ['IEA'], [], ['IEA'], [], [], []]",glial cell development,GO:0021782,0.004222858885682765,"['GO:0010001', 'GO:0048468']",0.23529411764705882,query_1,17,0.031496062992125984,True,GO:BP,127,5952,19,2.3743934310527757,0.23529411764705882
"""The series of molecular signals generated as a consequence of a fibroblast growth factor receptor binding to one of its physiological ligands."" [GOC:ceb]",20972,13174,4,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], ['IEA'], ['IEA']]",fibroblast growth factor receptor signaling pathway,GO:0008543,0.004222858885682765,"['GO:0007169', 'GO:0044344']",0.23529411764705882,query_1,17,0.031496062992125984,True,GO:BP,127,3051,19,2.3743934310527757,0.23529411764705882
"""Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",20972,14229,9,"[[], [], [], [], [], [], ['IMP', 'ISS'], ['IEA'], [], [], ['IGI', 'NAS'], ['IMP', 'ISS'], ['IDA', 'IEA'], ['IDA'], ['IDA', 'ISS', 'IBA', 'IEA'], [], ['IDA', 'IMP', 'IBA'], ['IMP', 'IBA', 'TAS', 'IEA']]",positive regulation of cell communication,GO:0010647,0.004228825231076923,"['GO:0007154', 'GO:0010646', 'GO:0048522']",0.5294117647058824,query_1,17,0.005061867266591676,True,GO:BP,1778,4106,19,2.373780263008054,0.5294117647058824
"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",20972,16329,9,"[[], [], [], [], [], [], ['IMP', 'ISS'], ['IEA'], [], [], ['IGI', 'NAS'], ['IMP', 'ISS'], ['IDA', 'IEA'], ['IDA'], ['IDA', 'ISS', 'IBA', 'IEA'], [], ['IDA', 'IMP', 'IBA'], ['IMP', 'IBA', 'TAS', 'IEA']]",positive regulation of signaling,GO:0023056,0.004248758226614313,"['GO:0023051', 'GO:0023052', 'GO:0048518']",0.5294117647058824,query_1,17,0.00505902192242833,True,GO:BP,1779,6206,19,2.3717379815098565,0.5294117647058824
HIF-1 signaling pathway,8716,39002,4,"[[], [], [], [], [], [], [], [], [], [], ['KEGG'], [], ['KEGG'], [], ['KEGG'], [], ['KEGG'], []]",HIF-1 signaling pathway,KEGG:04066,0.004263655148574177,['KEGG:00000'],0.2222222222222222,query_1,18,0.03636363636363636,True,KEGG,110,264,79,2.370217929011468,0.2222222222222222
"""The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:bf, PMID:14624839]",20972,18466,7,"[[], [], [], [], [], [], [], ['IEA'], [], [], ['IEA'], [], ['IMP'], ['ISS'], ['NAS'], ['IMP'], ['IEA'], []]",tube morphogenesis,GO:0035239,0.004321977308236288,"['GO:0009653', 'GO:0035295']",0.4117647058823529,query_1,17,0.00798175598631699,True,GO:BP,877,8343,19,2.3643175176317768,0.4117647058823529
"""The cellular process that ensures successive accurate and complete genome replication and chromosome segregation."" [GOC:isa_complete, GOC:mtg_cell_cycle]",20972,16282,8,"[['IEA'], ['ISS'], [], ['IEA'], [], [], ['IDA', 'IMP', 'IEA'], [], [], [], [], ['IDA'], ['IMP'], ['IDA'], [], [], ['IMP'], []]",cell cycle process,GO:0022402,0.004346837876416985,"['GO:0007049', 'GO:0009987']",0.47058823529411764,query_1,17,0.006201550387596899,True,GO:BP,1290,6159,20,2.3618265573455095,0.47058823529411764
"""Binding to a MutSalpha mismatch repair complex."" [GOC:vk]",20208,4141,2,"[['IDA'], [], ['IDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",MutSalpha complex binding,GO:0032407,0.004562580668355911,['GO:0032404'],0.1111111111111111,query_1,18,0.2857142857142857,True,GO:MF,7,4141,5,2.340789443957468,0.1111111111111111
"""The pathways that regulate the duration of the adult phase of the life-cycle of an animal."" [PMID:25561524, PMID:273723695, PMID:3424805]",20972,13150,3,"[[], ['ISS', 'IEA'], [], ['IEA'], [], [], ['ISS', 'IEA'], [], [], [], [], [], [], [], [], [], [], []]",determination of adult lifespan,GO:0008340,0.004568916859300979,['GO:0032501'],0.17647058823529413,query_1,17,0.08333333333333333,True,GO:BP,36,3027,19,2.3401867447403837,0.17647058823529413
Transcriptional Regulation by TP53,11056,41968,6,"[['REAC'], [], ['REAC'], ['REAC'], [], [], ['REAC'], [], [], [], [], ['REAC'], ['REAC'], [], [], [], [], []]",Transcriptional Regulation by TP53,REAC:R-HSA-3700989,0.004579194829604123,['REAC:R-HSA-212436'],0.3333333333333333,query_1,18,0.016853932584269662,True,REAC,356,2644,99,2.3392108782845007,0.3333333333333333
"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving DNA."" [GOC:ai]",20972,22715,4,"[['IEA'], ['IDA', 'IEA'], [], ['IDA', 'ISS', 'IEA'], [], [], ['IDA', 'IEA'], [], [], [], [], [], [], [], [], [], [], []]",negative regulation of DNA metabolic process,GO:0051053,0.004778054120494984,"['GO:0006259', 'GO:0010605', 'GO:0045934', 'GO:0051052']",0.23529411764705882,query_1,17,0.030534351145038167,True,GO:BP,131,12592,19,2.320748935352316,0.23529411764705882
PLCG1 events in ERBB2 signaling,11056,41088,2,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], ['REAC'], [], ['REAC'], []]",PLCG1 events in ERBB2 signaling,REAC:R-HSA-1251932,0.004805325046068717,['REAC:R-HSA-1227986'],0.1111111111111111,query_1,18,0.5,True,REAC,4,1764,97,2.3182772300683867,0.1111111111111111
"""Any process that modulates the frequency, rate or extent of B cell activation."" [GOC:ai]",20972,22572,4,"[['IEA'], [], ['IEA'], ['IEA'], [], ['IMP'], [], [], [], [], [], [], [], [], [], [], [], []]",regulation of B cell activation,GO:0050864,0.005075104612891599,"['GO:0042113', 'GO:0051249']",0.23529411764705882,query_1,17,0.03007518796992481,True,GO:BP,133,12449,19,2.2945550012308478,0.23529411764705882
"""The series of molecular signals initiated by the binding of a cytokine to a receptor on the surface of a cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, PMID:19295629]",20972,15398,6,"[[], [], [], [], [], [], ['IGI', 'IEA'], [], [], [], [], [], ['IDA', 'TAS'], [], ['IEA'], ['IEA'], ['IEA'], ['IDA', 'ISS', 'IBA', 'IEA']]",cytokine-mediated signaling pathway,GO:0019221,0.0052076091093457505,"['GO:0007166', 'GO:0071345']",0.35294117647058826,query_1,17,0.010638297872340425,True,GO:BP,564,5275,19,2.2833616219869626,0.35294117647058826
"""Any process that modulates the frequency, rate or extent of isotype switching."" [GOC:ai]",20972,20681,3,"[['IEA'], [], ['IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",regulation of isotype switching,GO:0045191,0.005392827162165072,"['GO:0000018', 'GO:0002637', 'GO:0002889', 'GO:0045190', 'GO:0050864']",0.17647058823529413,query_1,17,0.07894736842105263,True,GO:BP,38,10558,19,2.2681834984436793,0.17647058823529413
"""A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."" [GOC:aruk, GOC:bc, GOC:mah, ISBN:0198506732, PMID:26820516, PMID:28096264]",22155,35513,9,"[[], [], [], [], [], [], [], ['HDA'], ['IDA', 'IBA', 'TAS', 'IEA'], [], ['ISS', 'IEA'], ['IEA'], ['IEA'], [], ['IEA'], ['IEA'], ['IDA', 'HDA'], ['IEA']]",cell junction,GO:0030054,0.0054326693719581745,['GO:0110165'],0.5,query_1,18,0.0037974683544303796,True,GO:CC,2370,844,16,2.264986724987156,0.5
"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]",20972,22750,10,"[[], [], [], [], [], [], ['IDA', 'IMP'], [], ['IEA'], [], ['ISS', 'IEA'], ['IMP', 'ISS'], ['IDA', 'ISS', 'IEA'], ['IMP', 'ISS'], ['IMP'], ['IDA', 'IMP'], ['IDA'], ['IEA']]",regulation of cellular component organization,GO:0051128,0.005596616780789815,"['GO:0016043', 'GO:0050794']",0.5882352941176471,query_1,17,0.004120313143798929,True,GO:BP,2427,12627,19,2.25207442968184,0.5882352941176471
Neurotrophin signaling pathway,8716,39103,4,"[[], [], [], [], [], [], ['KEGG'], ['KEGG'], [], [], ['KEGG'], [], ['KEGG'], [], [], [], [], []]",Neurotrophin signaling pathway,KEGG:04722,0.0057966556631950245,['KEGG:00000'],0.2222222222222222,query_1,18,0.03361344537815126,True,KEGG,119,365,80,2.2368224971134225,0.2222222222222222
"""The increase in size or mass of an entire organism, a part of an organism or a cell."" [GOC:bf, GOC:ma]",20972,19384,7,"[[], [], [], [], [], [], ['IMP', 'IEA'], [], ['IEA'], [], ['IEA'], ['ISS'], ['IDA', 'IEA'], [], ['IMP'], [], ['IDA'], []]",growth,GO:0040007,0.005937988028920152,['GO:0008150'],0.4117647058823529,query_1,17,0.007608695652173913,True,GO:BP,920,9261,19,2.226360682283787,0.4117647058823529
T cell receptor signaling pathway,8716,39089,4,"[[], [], [], [], [], ['KEGG'], [], ['KEGG'], [], [], ['KEGG'], [], ['KEGG'], [], [], [], [], []]",T cell receptor signaling pathway,KEGG:04660,0.005988795231222756,['KEGG:00000'],0.2222222222222222,query_1,18,0.03333333333333333,True,KEGG,120,351,81,2.222660536050931,0.2222222222222222
"""Any process that stops, prevents, or reduces the frequency, rate or extent of macroautophagy."" [GOC:go_curators]",20972,15059,3,"[[], [], [], [], [], [], ['IEA'], [], [], [], ['NAS'], [], ['NAS'], [], [], [], [], []]",negative regulation of macroautophagy,GO:0016242,0.0063095989879801565,"['GO:0010507', 'GO:0016236', 'GO:0016241']",0.17647058823529413,query_1,17,0.075,True,GO:BP,40,4936,19,2.199998241840119,0.17647058823529413
